checkin_type,delay_at_checkout_in_minutes
mobile,-27.0
mobile,21.0
mobile,98.0
mobile,-33.0
connect,-3.0
mobile,-39.0
mobile,-18.0
connect,-75.0
mobile,-133.0
connect,-209.0
mobile,19.0
mobile,-57.0
connect,16.0
mobile,23.0
connect,-1.0
connect,-7.0
connect,18.0
mobile,-69.0
connect,-24.0
mobile,5.0
mobile,-49.0
mobile,233.0
mobile,25.0
mobile,127.0
connect,111.0
mobile,16.0
mobile,83.0
mobile,26.0
mobile,89.0
connect,-72.0
mobile,200.0
mobile,34.0
connect,24.0
connect,-85.0
mobile,-65.0
mobile,-162.0
mobile,-23.0
mobile,79.0
mobile,-31.0
mobile,10.0
connect,5.0
mobile,-31.0
mobile,17.0
mobile,48.0
mobile,31.0
connect,23.0
mobile,-210.0
mobile,-18.0
mobile,5.0
mobile,-46.0
connect,-7.0
mobile,13.0
connect,122.0
mobile,19.0
connect,-30.0
mobile,165.0
mobile,-108.0
mobile,-115.0
mobile,42.0
mobile,-2.0
mobile,-75.0
mobile,-203.0
mobile,0.0
mobile,-238.0
mobile,111.0
mobile,-96.0
connect,26.0
mobile,-53.0
mobile,73.0
mobile,7.0
mobile,-25.0
mobile,83.0
mobile,50.0
mobile,-12.0
mobile,21.0
connect,48.0
mobile,-4.0
mobile,59.0
mobile,-36.0
mobile,10.0
mobile,-39.0
mobile,126.0
mobile,18.0
connect,-75.0
mobile,-178.0
mobile,-16.0
connect,211.0
mobile,60.0
connect,9.0
mobile,145.0
connect,226.0
connect,3.0
mobile,6.0
mobile,17.0
connect,26.0
mobile,-5.0
connect,-15.0
mobile,132.0
connect,-5.0
mobile,48.0
mobile,136.0
mobile,-32.0
mobile,7.0
mobile,165.0
connect,-15.0
mobile,-8.0
connect,48.0
connect,147.0
mobile,2.0
connect,11.0
mobile,-10.0
mobile,22.0
mobile,50.0
connect,-15.0
mobile,49.0
mobile,5.0
mobile,142.0
mobile,-18.0
connect,-40.0
mobile,-55.0
connect,12.0
mobile,-107.0
mobile,24.0
connect,-6.0
connect,-151.0
mobile,18.0
mobile,-12.0
mobile,82.0
mobile,2.0
mobile,81.0
mobile,185.0
mobile,-2.0
mobile,2.0
connect,-75.0
mobile,28.0
mobile,-90.0
mobile,-88.0
mobile,-82.0
mobile,22.0
mobile,-180.0
mobile,-26.0
mobile,-79.0
mobile,53.0
mobile,82.0
mobile,32.0
mobile,-54.0
mobile,5.0
mobile,50.0
mobile,13.0
mobile,-33.0
mobile,-85.0
connect,-34.0
mobile,82.0
mobile,3.0
mobile,-8.0
mobile,10.0
mobile,8.0
mobile,65.0
mobile,91.0
mobile,-54.0
mobile,-172.0
mobile,-25.0
mobile,228.0
mobile,52.0
mobile,4.0
mobile,77.0
mobile,-105.0
mobile,1.0
mobile,73.0
mobile,-142.0
mobile,12.0
mobile,-79.0
mobile,150.0
connect,-110.0
mobile,-11.0
mobile,-1.0
mobile,-1.0
mobile,16.0
mobile,204.0
connect,154.0
mobile,53.0
mobile,29.0
mobile,110.0
mobile,105.0
mobile,17.0
mobile,38.0
mobile,226.0
mobile,14.0
mobile,-102.0
mobile,116.0
mobile,59.0
mobile,-90.0
mobile,115.0
mobile,-65.0
mobile,-18.0
mobile,-7.0
mobile,7.0
connect,27.0
mobile,-36.0
mobile,123.0
connect,39.0
mobile,-47.0
mobile,8.0
mobile,9.0
mobile,-43.0
mobile,145.0
mobile,-7.0
mobile,15.0
mobile,8.0
mobile,5.0
mobile,-9.0
mobile,6.0
mobile,87.0
mobile,114.0
mobile,61.0
connect,99.0
mobile,15.0
mobile,-47.0
connect,-32.0
mobile,-134.0
mobile,11.0
mobile,91.0
connect,-137.0
mobile,131.0
mobile,95.0
connect,77.0
mobile,25.0
mobile,0.0
mobile,-88.0
mobile,-2.0
mobile,36.0
mobile,-4.0
mobile,0.0
mobile,-30.0
mobile,-32.0
mobile,10.0
mobile,-121.0
mobile,83.0
connect,-16.0
mobile,-11.0
mobile,59.0
mobile,-71.0
mobile,122.0
mobile,97.0
mobile,-54.0
mobile,87.0
connect,8.0
mobile,16.0
mobile,169.0
mobile,-138.0
mobile,36.0
mobile,8.0
mobile,36.0
mobile,-21.0
connect,-108.0
connect,-14.0
mobile,-28.0
mobile,-27.0
connect,0.0
mobile,70.0
mobile,-85.0
connect,-6.0
mobile,-36.0
connect,-20.0
mobile,-66.0
mobile,180.0
mobile,-16.0
mobile,91.0
mobile,12.0
connect,-1.0
mobile,19.0
mobile,32.0
mobile,3.0
mobile,21.0
mobile,-97.0
connect,-84.0
mobile,37.0
mobile,34.0
connect,-100.0
connect,-5.0
mobile,-235.0
mobile,-83.0
mobile,78.0
mobile,-48.0
mobile,7.0
connect,18.0
connect,51.0
mobile,-5.0
connect,-19.0
mobile,6.0
mobile,3.0
mobile,13.0
mobile,57.0
connect,1.0
connect,-2.0
mobile,8.0
mobile,-7.0
mobile,-19.0
mobile,109.0
mobile,-205.0
connect,8.0
mobile,72.0
mobile,38.0
mobile,-12.0
mobile,-2.0
mobile,-77.0
mobile,19.0
mobile,8.0
connect,-42.0
mobile,124.0
mobile,-53.0
connect,-31.0
mobile,-83.0
mobile,128.0
connect,-11.0
connect,-30.0
mobile,-151.0
mobile,-27.0
mobile,-20.0
mobile,-12.0
mobile,118.0
mobile,139.0
connect,-5.0
connect,17.0
mobile,231.0
mobile,40.0
mobile,-5.0
mobile,5.0
mobile,-71.0
mobile,-57.0
mobile,70.0
mobile,-118.0
mobile,110.0
mobile,-130.0
mobile,56.0
connect,-37.0
mobile,53.0
mobile,2.0
connect,-151.0
mobile,3.0
connect,-135.0
mobile,213.0
mobile,-49.0
mobile,-113.0
connect,33.0
mobile,-24.0
connect,-9.0
connect,-91.0
connect,-13.0
mobile,9.0
mobile,-54.0
mobile,74.0
mobile,171.0
mobile,4.0
mobile,48.0
mobile,50.0
mobile,-14.0
mobile,-29.0
connect,-64.0
mobile,-131.0
connect,-6.0
mobile,142.0
mobile,98.0
mobile,68.0
mobile,-45.0
mobile,121.0
mobile,116.0
mobile,4.0
mobile,21.0
mobile,-1.0
mobile,46.0
mobile,-4.0
mobile,-3.0
mobile,-9.0
mobile,45.0
mobile,-56.0
mobile,15.0
connect,-163.0
mobile,6.0
connect,-21.0
mobile,13.0
mobile,80.0
mobile,55.0
mobile,3.0
mobile,84.0
connect,-191.0
mobile,8.0
connect,44.0
connect,36.0
mobile,28.0
mobile,2.0
connect,-24.0
mobile,3.0
mobile,7.0
mobile,-10.0
connect,26.0
mobile,-65.0
mobile,29.0
mobile,-58.0
mobile,135.0
mobile,152.0
connect,-42.0
mobile,-17.0
mobile,-180.0
connect,-50.0
mobile,36.0
mobile,36.0
connect,39.0
mobile,17.0
mobile,-34.0
connect,-119.0
mobile,10.0
mobile,-1.0
mobile,-113.0
mobile,111.0
mobile,-61.0
mobile,32.0
connect,40.0
mobile,171.0
connect,27.0
mobile,9.0
mobile,-48.0
mobile,35.0
connect,-9.0
connect,39.0
mobile,27.0
mobile,149.0
mobile,71.0
mobile,-12.0
mobile,-141.0
mobile,39.0
mobile,-32.0
connect,-147.0
mobile,5.0
mobile,-1.0
mobile,55.0
mobile,-100.0
mobile,-123.0
mobile,6.0
mobile,10.0
mobile,33.0
mobile,19.0
mobile,-37.0
mobile,-29.0
mobile,-37.0
mobile,-8.0
connect,-26.0
mobile,-49.0
mobile,76.0
mobile,-17.0
connect,-24.0
mobile,-25.0
connect,-63.0
mobile,-56.0
mobile,-72.0
mobile,-21.0
mobile,93.0
mobile,14.0
mobile,-53.0
mobile,75.0
mobile,-3.0
mobile,-115.0
mobile,19.0
mobile,-27.0
mobile,16.0
mobile,7.0
mobile,37.0
connect,26.0
connect,-62.0
mobile,18.0
mobile,39.0
mobile,29.0
mobile,20.0
mobile,-17.0
mobile,-52.0
mobile,4.0
mobile,21.0
connect,-39.0
mobile,32.0
mobile,-11.0
mobile,-11.0
mobile,43.0
mobile,198.0
mobile,-40.0
mobile,-36.0
connect,193.0
mobile,-17.0
mobile,11.0
mobile,-51.0
mobile,-6.0
mobile,-4.0
mobile,36.0
connect,-24.0
mobile,-86.0
mobile,186.0
mobile,105.0
connect,62.0
mobile,92.0
mobile,64.0
connect,-116.0
mobile,147.0
mobile,19.0
connect,-25.0
connect,214.0
mobile,-2.0
mobile,4.0
mobile,-54.0
connect,47.0
mobile,81.0
mobile,-7.0
connect,64.0
mobile,2.0
mobile,2.0
mobile,4.0
mobile,108.0
mobile,-142.0
mobile,-1.0
mobile,-105.0
connect,-29.0
mobile,156.0
mobile,-29.0
connect,3.0
mobile,-28.0
connect,-24.0
connect,-31.0
mobile,56.0
mobile,-59.0
mobile,-7.0
mobile,107.0
mobile,-109.0
mobile,10.0
connect,176.0
mobile,66.0
mobile,5.0
mobile,-13.0
mobile,9.0
mobile,45.0
connect,-159.0
mobile,-191.0
connect,32.0
mobile,6.0
mobile,-33.0
connect,102.0
mobile,20.0
mobile,-24.0
mobile,117.0
mobile,-2.0
mobile,63.0
mobile,-192.0
mobile,-3.0
mobile,15.0
mobile,70.0
connect,25.0
mobile,32.0
connect,-29.0
mobile,-7.0
mobile,129.0
mobile,143.0
mobile,22.0
mobile,115.0
connect,20.0
mobile,7.0
connect,-14.0
connect,-126.0
connect,-47.0
mobile,-59.0
connect,88.0
mobile,92.0
mobile,-232.0
mobile,-36.0
mobile,27.0
mobile,68.0
mobile,-47.0
connect,212.0
connect,-86.0
connect,6.0
mobile,-72.0
mobile,-37.0
mobile,-113.0
mobile,-148.0
mobile,153.0
mobile,49.0
mobile,-116.0
mobile,2.0
mobile,7.0
connect,-2.0
mobile,16.0
mobile,-39.0
connect,-13.0
mobile,-197.0
mobile,116.0
mobile,3.0
mobile,-10.0
mobile,3.0
mobile,83.0
connect,-133.0
connect,113.0
mobile,-135.0
mobile,-68.0
mobile,-142.0
mobile,-17.0
mobile,-125.0
connect,102.0
mobile,-41.0
mobile,112.0
mobile,-42.0
mobile,-13.0
mobile,-5.0
connect,-6.0
mobile,36.0
mobile,83.0
mobile,62.0
mobile,-25.0
mobile,1.0
mobile,-1.0
mobile,0.0
mobile,11.0
mobile,-23.0
mobile,16.0
mobile,49.0
mobile,1.0
mobile,-57.0
mobile,-7.0
mobile,-4.0
mobile,-44.0
mobile,20.0
mobile,12.0
mobile,41.0
mobile,-15.0
mobile,-23.0
mobile,-133.0
mobile,1.0
mobile,-14.0
mobile,-36.0
mobile,-16.0
connect,-153.0
mobile,12.0
connect,-63.0
mobile,160.0
mobile,-52.0
mobile,35.0
mobile,-22.0
connect,73.0
mobile,-14.0
mobile,101.0
mobile,-36.0
mobile,38.0
mobile,49.0
mobile,27.0
mobile,40.0
mobile,67.0
mobile,21.0
connect,58.0
mobile,12.0
mobile,89.0
connect,75.0
mobile,14.0
connect,8.0
connect,-125.0
mobile,15.0
connect,-32.0
mobile,102.0
mobile,148.0
mobile,-102.0
mobile,1.0
mobile,-23.0
connect,0.0
mobile,101.0
mobile,54.0
mobile,4.0
connect,53.0
mobile,3.0
connect,-200.0
mobile,4.0
mobile,127.0
mobile,48.0
mobile,84.0
mobile,29.0
connect,-212.0
connect,-146.0
mobile,92.0
mobile,2.0
mobile,151.0
mobile,74.0
mobile,-6.0
mobile,-26.0
connect,-126.0
connect,-20.0
mobile,91.0
connect,-23.0
mobile,2.0
connect,60.0
mobile,28.0
mobile,-152.0
mobile,-166.0
connect,-28.0
mobile,53.0
connect,9.0
mobile,113.0
connect,-73.0
mobile,30.0
mobile,-24.0
mobile,-122.0
mobile,9.0
mobile,33.0
mobile,-15.0
connect,2.0
mobile,-21.0
mobile,-62.0
connect,-86.0
mobile,18.0
mobile,173.0
mobile,19.0
mobile,51.0
mobile,-30.0
mobile,-6.0
mobile,81.0
connect,-26.0
mobile,37.0
mobile,-25.0
mobile,128.0
mobile,-205.0
mobile,34.0
connect,37.0
mobile,59.0
mobile,37.0
mobile,-53.0
mobile,86.0
connect,77.0
mobile,-165.0
mobile,17.0
mobile,-16.0
connect,3.0
mobile,-1.0
connect,-8.0
connect,56.0
mobile,-38.0
mobile,34.0
mobile,16.0
mobile,7.0
mobile,4.0
connect,112.0
mobile,-39.0
mobile,10.0
mobile,108.0
mobile,-63.0
mobile,13.0
mobile,55.0
mobile,-97.0
mobile,3.0
mobile,7.0
connect,-65.0
connect,-25.0
connect,190.0
mobile,102.0
connect,13.0
mobile,-20.0
connect,-143.0
mobile,18.0
mobile,43.0
mobile,-193.0
mobile,-159.0
mobile,-94.0
mobile,-94.0
mobile,56.0
connect,-129.0
mobile,39.0
connect,-14.0
mobile,86.0
mobile,-22.0
mobile,20.0
connect,-112.0
mobile,-10.0
connect,125.0
mobile,148.0
mobile,-11.0
mobile,1.0
connect,-116.0
mobile,53.0
mobile,1.0
mobile,4.0
mobile,-132.0
mobile,-25.0
mobile,-31.0
mobile,-33.0
mobile,-7.0
mobile,-7.0
mobile,11.0
mobile,13.0
mobile,10.0
mobile,-49.0
mobile,32.0
mobile,17.0
mobile,-4.0
connect,-3.0
mobile,9.0
mobile,179.0
mobile,52.0
mobile,18.0
mobile,6.0
mobile,-32.0
mobile,-5.0
mobile,85.0
mobile,-225.0
mobile,63.0
mobile,55.0
connect,-29.0
mobile,-167.0
mobile,-29.0
mobile,38.0
mobile,206.0
mobile,7.0
mobile,-84.0
connect,-161.0
mobile,235.0
mobile,-2.0
mobile,-127.0
mobile,-144.0
connect,-166.0
mobile,-8.0
mobile,30.0
connect,-206.0
mobile,25.0
mobile,23.0
mobile,-13.0
mobile,209.0
mobile,-108.0
mobile,4.0
mobile,-105.0
connect,87.0
mobile,97.0
mobile,-134.0
mobile,63.0
mobile,5.0
connect,26.0
mobile,-2.0
mobile,-7.0
mobile,-5.0
mobile,122.0
mobile,-211.0
mobile,-12.0
mobile,43.0
connect,-10.0
mobile,24.0
connect,-121.0
mobile,-134.0
mobile,31.0
mobile,-35.0
mobile,59.0
mobile,-82.0
mobile,-18.0
mobile,164.0
mobile,71.0
mobile,11.0
mobile,-167.0
mobile,-28.0
connect,-7.0
mobile,227.0
mobile,27.0
mobile,179.0
connect,-57.0
mobile,-30.0
mobile,-113.0
mobile,-39.0
mobile,-64.0
connect,-128.0
mobile,42.0
mobile,43.0
mobile,15.0
mobile,-77.0
connect,72.0
connect,-16.0
connect,-183.0
mobile,30.0
mobile,-47.0
mobile,83.0
mobile,13.0
mobile,20.0
mobile,-39.0
mobile,188.0
mobile,-124.0
mobile,-119.0
mobile,73.0
mobile,16.0
mobile,-17.0
mobile,-29.0
mobile,14.0
mobile,-29.0
connect,2.0
mobile,16.0
mobile,38.0
mobile,31.0
mobile,-85.0
connect,125.0
mobile,75.0
mobile,-4.0
mobile,56.0
mobile,55.0
mobile,0.0
connect,-30.0
mobile,-153.0
mobile,25.0
connect,48.0
mobile,-115.0
mobile,1.0
mobile,-9.0
mobile,-109.0
mobile,224.0
connect,-29.0
mobile,-2.0
connect,105.0
connect,-152.0
connect,51.0
mobile,16.0
mobile,-4.0
mobile,-8.0
mobile,-32.0
mobile,-21.0
mobile,-20.0
mobile,197.0
mobile,94.0
mobile,-214.0
mobile,3.0
mobile,-122.0
mobile,8.0
mobile,-11.0
mobile,134.0
mobile,55.0
mobile,12.0
mobile,8.0
mobile,2.0
mobile,1.0
mobile,-5.0
mobile,71.0
connect,-43.0
mobile,-16.0
mobile,13.0
mobile,-88.0
mobile,24.0
mobile,-9.0
connect,-133.0
mobile,127.0
mobile,14.0
connect,-13.0
mobile,155.0
mobile,119.0
mobile,100.0
mobile,19.0
mobile,120.0
mobile,69.0
connect,-168.0
connect,195.0
mobile,39.0
connect,97.0
mobile,-6.0
mobile,-96.0
mobile,-71.0
mobile,-82.0
mobile,-30.0
mobile,62.0
mobile,-28.0
mobile,154.0
mobile,-9.0
mobile,146.0
mobile,5.0
mobile,-70.0
mobile,63.0
mobile,-21.0
connect,-2.0
mobile,-170.0
connect,-34.0
mobile,48.0
connect,21.0
mobile,121.0
mobile,23.0
mobile,-89.0
mobile,27.0
mobile,11.0
mobile,-70.0
mobile,-69.0
mobile,120.0
mobile,28.0
mobile,-73.0
mobile,-61.0
mobile,-17.0
connect,5.0
mobile,89.0
mobile,65.0
mobile,93.0
connect,142.0
mobile,8.0
connect,4.0
connect,46.0
mobile,7.0
mobile,-43.0
connect,30.0
mobile,127.0
mobile,-10.0
mobile,-81.0
mobile,16.0
mobile,-22.0
mobile,100.0
connect,56.0
mobile,121.0
mobile,-13.0
mobile,54.0
mobile,-77.0
mobile,8.0
mobile,30.0
mobile,-1.0
mobile,-15.0
mobile,17.0
mobile,8.0
mobile,-14.0
connect,147.0
connect,-62.0
mobile,37.0
mobile,0.0
mobile,95.0
connect,-10.0
mobile,182.0
mobile,11.0
mobile,108.0
mobile,-6.0
mobile,-113.0
mobile,20.0
mobile,32.0
mobile,24.0
connect,-106.0
mobile,29.0
mobile,-10.0
mobile,52.0
connect,36.0
mobile,-144.0
connect,15.0
mobile,4.0
mobile,-11.0
connect,101.0
mobile,-185.0
mobile,10.0
mobile,-68.0
mobile,79.0
mobile,-20.0
mobile,5.0
connect,30.0
connect,-49.0
mobile,16.0
mobile,-3.0
mobile,-44.0
mobile,-55.0
mobile,-138.0
connect,-13.0
mobile,26.0
mobile,-1.0
mobile,17.0
connect,-195.0
mobile,6.0
mobile,-37.0
connect,4.0
mobile,-77.0
mobile,28.0
connect,110.0
mobile,-16.0
mobile,-62.0
mobile,109.0
mobile,182.0
mobile,-48.0
mobile,19.0
mobile,-72.0
mobile,19.0
connect,-12.0
connect,-19.0
mobile,15.0
mobile,-28.0
mobile,5.0
mobile,131.0
mobile,54.0
mobile,68.0
mobile,-14.0
connect,52.0
mobile,41.0
mobile,3.0
mobile,2.0
mobile,-236.0
connect,-82.0
mobile,158.0
mobile,-171.0
mobile,-28.0
mobile,0.0
mobile,14.0
mobile,-10.0
mobile,5.0
mobile,-14.0
mobile,-25.0
mobile,71.0
mobile,-84.0
mobile,29.0
mobile,-75.0
mobile,114.0
mobile,21.0
connect,-199.0
mobile,26.0
mobile,4.0
connect,-32.0
mobile,23.0
mobile,7.0
connect,55.0
mobile,174.0
mobile,17.0
mobile,13.0
mobile,-36.0
mobile,-38.0
connect,42.0
mobile,133.0
mobile,-43.0
connect,54.0
mobile,33.0
mobile,22.0
mobile,-43.0
mobile,38.0
connect,4.0
mobile,-118.0
connect,-39.0
connect,101.0
mobile,42.0
mobile,-4.0
mobile,-6.0
mobile,183.0
mobile,0.0
mobile,6.0
connect,17.0
mobile,-30.0
connect,-42.0
connect,62.0
mobile,6.0
mobile,9.0
mobile,30.0
mobile,-55.0
connect,9.0
mobile,-89.0
mobile,50.0
mobile,-11.0
connect,3.0
mobile,12.0
mobile,23.0
mobile,232.0
mobile,-53.0
connect,43.0
mobile,33.0
connect,-2.0
mobile,-40.0
mobile,8.0
mobile,6.0
mobile,-12.0
connect,-49.0
mobile,-2.0
mobile,14.0
mobile,-116.0
mobile,22.0
mobile,2.0
connect,7.0
connect,-169.0
mobile,-28.0
mobile,52.0
mobile,13.0
mobile,-151.0
mobile,58.0
connect,50.0
mobile,14.0
mobile,10.0
mobile,10.0
mobile,-50.0
mobile,78.0
mobile,138.0
mobile,-8.0
connect,-26.0
mobile,118.0
connect,-2.0
mobile,3.0
mobile,6.0
mobile,8.0
connect,-2.0
mobile,-99.0
mobile,53.0
mobile,-44.0
connect,-68.0
mobile,93.0
mobile,36.0
connect,-97.0
mobile,118.0
mobile,133.0
mobile,-78.0
mobile,-5.0
mobile,167.0
connect,-28.0
connect,-46.0
connect,-158.0
connect,5.0
mobile,70.0
mobile,30.0
mobile,4.0
mobile,-52.0
mobile,4.0
mobile,-13.0
connect,41.0
mobile,-7.0
connect,-53.0
mobile,5.0
mobile,68.0
mobile,28.0
mobile,10.0
connect,42.0
mobile,0.0
mobile,108.0
mobile,21.0
mobile,-14.0
mobile,-126.0
mobile,-21.0
mobile,158.0
mobile,16.0
mobile,12.0
connect,-47.0
mobile,131.0
mobile,174.0
mobile,38.0
mobile,-4.0
mobile,69.0
mobile,21.0
mobile,-11.0
mobile,-83.0
mobile,50.0
mobile,-47.0
mobile,45.0
mobile,26.0
mobile,1.0
connect,87.0
mobile,-59.0
connect,30.0
mobile,-16.0
connect,-12.0
mobile,-101.0
mobile,-41.0
connect,-126.0
mobile,-24.0
mobile,72.0
mobile,0.0
mobile,67.0
mobile,64.0
mobile,-10.0
mobile,-165.0
mobile,83.0
mobile,0.0
mobile,19.0
connect,-14.0
mobile,-146.0
mobile,-7.0
mobile,7.0
mobile,-36.0
mobile,0.0
mobile,68.0
mobile,176.0
mobile,211.0
connect,-81.0
mobile,66.0
mobile,-101.0
mobile,52.0
connect,92.0
mobile,5.0
mobile,72.0
connect,37.0
mobile,-21.0
mobile,26.0
mobile,20.0
mobile,-9.0
mobile,91.0
mobile,-84.0
mobile,35.0
mobile,193.0
mobile,16.0
connect,-8.0
mobile,-33.0
mobile,24.0
mobile,2.0
connect,-27.0
mobile,113.0
mobile,88.0
connect,-63.0
mobile,-4.0
mobile,49.0
mobile,-3.0
mobile,215.0
connect,32.0
mobile,36.0
mobile,6.0
mobile,-73.0
mobile,4.0
mobile,71.0
mobile,-135.0
mobile,-61.0
mobile,17.0
mobile,-81.0
mobile,4.0
connect,4.0
mobile,-68.0
mobile,51.0
mobile,39.0
mobile,32.0
mobile,-159.0
mobile,25.0
mobile,105.0
mobile,-44.0
mobile,2.0
mobile,-7.0
mobile,-19.0
connect,51.0
mobile,43.0
mobile,35.0
connect,-10.0
mobile,93.0
mobile,180.0
mobile,-9.0
mobile,-2.0
mobile,114.0
connect,-55.0
connect,5.0
mobile,38.0
mobile,23.0
mobile,22.0
mobile,60.0
connect,-11.0
mobile,-56.0
mobile,-39.0
connect,-77.0
mobile,238.0
mobile,-87.0
mobile,0.0
mobile,-4.0
mobile,3.0
connect,-38.0
mobile,43.0
mobile,-59.0
mobile,1.0
connect,-45.0
mobile,2.0
connect,83.0
connect,201.0
mobile,72.0
mobile,-52.0
mobile,7.0
connect,29.0
mobile,156.0
mobile,10.0
mobile,33.0
mobile,-49.0
connect,-16.0
mobile,-43.0
mobile,-109.0
mobile,0.0
mobile,13.0
connect,66.0
mobile,-101.0
mobile,-29.0
mobile,-72.0
mobile,6.0
connect,46.0
mobile,-73.0
mobile,-51.0
mobile,-22.0
mobile,140.0
mobile,-34.0
mobile,111.0
connect,4.0
mobile,-8.0
mobile,-23.0
mobile,23.0
mobile,-150.0
mobile,232.0
mobile,132.0
mobile,-12.0
connect,-8.0
connect,7.0
connect,-79.0
mobile,152.0
connect,-20.0
mobile,-141.0
mobile,-122.0
mobile,41.0
mobile,129.0
connect,-21.0
mobile,-205.0
mobile,130.0
mobile,17.0
mobile,41.0
mobile,-134.0
mobile,122.0
mobile,-88.0
mobile,-126.0
mobile,11.0
mobile,17.0
mobile,-73.0
mobile,-19.0
mobile,5.0
mobile,39.0
connect,-5.0
mobile,-66.0
mobile,-195.0
mobile,30.0
mobile,-49.0
mobile,58.0
mobile,11.0
mobile,-7.0
mobile,-135.0
connect,51.0
mobile,-71.0
mobile,-28.0
mobile,101.0
connect,76.0
mobile,-194.0
mobile,119.0
mobile,62.0
mobile,48.0
mobile,-128.0
mobile,-225.0
mobile,-2.0
connect,-202.0
mobile,-118.0
mobile,112.0
mobile,38.0
mobile,67.0
connect,12.0
mobile,-2.0
mobile,91.0
mobile,7.0
connect,-201.0
mobile,46.0
mobile,-54.0
mobile,61.0
mobile,104.0
mobile,53.0
mobile,49.0
mobile,26.0
mobile,16.0
mobile,-222.0
mobile,15.0
mobile,7.0
mobile,-22.0
mobile,-10.0
mobile,64.0
mobile,226.0
mobile,-12.0
mobile,21.0
connect,99.0
connect,32.0
mobile,59.0
connect,101.0
mobile,134.0
mobile,5.0
mobile,-37.0
mobile,38.0
mobile,-41.0
mobile,-2.0
mobile,21.0
mobile,46.0
mobile,9.0
mobile,12.0
mobile,178.0
mobile,-69.0
mobile,225.0
mobile,72.0
mobile,29.0
mobile,81.0
mobile,-114.0
mobile,7.0
mobile,56.0
mobile,52.0
mobile,135.0
mobile,106.0
connect,-146.0
connect,43.0
mobile,6.0
connect,-42.0
mobile,-104.0
mobile,72.0
connect,21.0
mobile,116.0
connect,-29.0
mobile,97.0
connect,54.0
mobile,-81.0
connect,67.0
connect,41.0
mobile,76.0
mobile,-57.0
mobile,-4.0
mobile,-8.0
mobile,-12.0
mobile,37.0
mobile,-67.0
mobile,21.0
mobile,-188.0
mobile,131.0
mobile,-55.0
mobile,19.0
mobile,12.0
connect,-171.0
mobile,-86.0
mobile,-146.0
mobile,0.0
mobile,-24.0
mobile,49.0
mobile,1.0
mobile,11.0
mobile,17.0
mobile,52.0
mobile,128.0
mobile,15.0
mobile,-139.0
mobile,11.0
mobile,36.0
connect,-38.0
mobile,146.0
connect,31.0
mobile,67.0
mobile,119.0
mobile,77.0
mobile,176.0
mobile,59.0
connect,194.0
connect,-44.0
mobile,43.0
mobile,-48.0
mobile,-72.0
mobile,0.0
mobile,-6.0
mobile,4.0
mobile,0.0
connect,-15.0
connect,46.0
mobile,152.0
connect,10.0
mobile,18.0
mobile,-28.0
mobile,25.0
mobile,45.0
mobile,-93.0
mobile,-133.0
mobile,-16.0
mobile,-25.0
mobile,158.0
mobile,128.0
mobile,11.0
mobile,-40.0
mobile,7.0
mobile,5.0
mobile,-17.0
mobile,-15.0
mobile,-28.0
mobile,-43.0
connect,49.0
connect,-206.0
mobile,4.0
mobile,16.0
mobile,63.0
mobile,-15.0
mobile,-7.0
mobile,11.0
mobile,21.0
mobile,62.0
mobile,49.0
mobile,125.0
connect,-13.0
mobile,12.0
connect,-9.0
mobile,-48.0
mobile,-58.0
mobile,55.0
mobile,91.0
mobile,-20.0
mobile,39.0
connect,41.0
mobile,-56.0
mobile,-57.0
mobile,84.0
mobile,-203.0
mobile,78.0
mobile,-30.0
mobile,-127.0
mobile,70.0
connect,-44.0
mobile,48.0
mobile,16.0
mobile,-60.0
mobile,13.0
mobile,18.0
mobile,36.0
mobile,19.0
mobile,2.0
connect,-85.0
mobile,-91.0
mobile,24.0
mobile,191.0
connect,-124.0
mobile,14.0
mobile,43.0
connect,191.0
mobile,70.0
mobile,-21.0
connect,63.0
mobile,205.0
mobile,-88.0
mobile,35.0
mobile,-11.0
mobile,94.0
mobile,-71.0
mobile,0.0
mobile,-68.0
mobile,-50.0
mobile,45.0
mobile,0.0
mobile,2.0
mobile,-1.0
mobile,-2.0
connect,-44.0
mobile,-32.0
mobile,9.0
mobile,-27.0
connect,157.0
mobile,-102.0
mobile,-15.0
mobile,-127.0
mobile,21.0
mobile,2.0
connect,-49.0
mobile,-9.0
mobile,74.0
mobile,-98.0
mobile,-23.0
mobile,33.0
connect,-48.0
mobile,51.0
mobile,90.0
connect,-13.0
connect,17.0
mobile,98.0
mobile,119.0
connect,-205.0
mobile,-48.0
connect,0.0
connect,-43.0
connect,222.0
mobile,-75.0
mobile,-197.0
mobile,-72.0
mobile,93.0
mobile,-213.0
connect,69.0
mobile,-20.0
mobile,225.0
mobile,7.0
mobile,-5.0
connect,51.0
connect,1.0
mobile,-128.0
connect,-139.0
mobile,20.0
mobile,-2.0
mobile,-17.0
mobile,2.0
connect,19.0
mobile,30.0
mobile,154.0
mobile,-41.0
mobile,24.0
mobile,45.0
connect,-40.0
connect,125.0
connect,25.0
mobile,91.0
mobile,79.0
mobile,38.0
connect,-13.0
mobile,-1.0
mobile,24.0
mobile,-25.0
connect,119.0
mobile,-49.0
mobile,221.0
mobile,1.0
mobile,-100.0
mobile,3.0
connect,15.0
mobile,8.0
mobile,-14.0
connect,-10.0
mobile,-25.0
mobile,11.0
mobile,229.0
